Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 6, 'n_kv_head': 6, 'n_embd': 768, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 6,291,456
  value_embeds            : 18,874,368
  lm_head                 : 6,291,456
  transformer_matrices    : 56,623,680
  scalars                 : 12
  total                   : 88,080,972
Estimated FLOPs per token: 4.529883e+08
Scaling AdamW LRs by 1/sqrt(768/768) = 1.000000
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011235 | lrm: 1.00 | dt: 15237ms | tok/sec: 17,204 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.714343 | lrm: 1.00 | dt: 249ms | tok/sec: 1,052,836 | mfu: 48.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.130410 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,277 | mfu: 47.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.693386 | lrm: 1.00 | dt: 255ms | tok/sec: 1,028,879 | mfu: 47.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.388203 | lrm: 1.00 | dt: 273ms | tok/sec: 959,211 | mfu: 43.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.142516 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,210 | mfu: 46.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.941805 | lrm: 1.00 | dt: 317ms | tok/sec: 827,504 | mfu: 37.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.775773 | lrm: 1.00 | dt: 285ms | tok/sec: 921,031 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.631491 | lrm: 1.00 | dt: 259ms | tok/sec: 1,010,731 | mfu: 46.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.509102 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,022 | mfu: 46.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.408874 | lrm: 1.00 | dt: 276ms | tok/sec: 950,540 | mfu: 43.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.316942 | lrm: 1.00 | dt: 263ms | tok/sec: 996,360 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.231998 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,373 | mfu: 46.6% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.160835 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,945 | mfu: 46.2% | epoch: 1 | remaining: 299s    
step 00628 (54.1%) | loss: 3.049473 | lrm: 0.93 | dt: 264ms | tok/sec: 992,723 | mfu: 45.4% | epoch: 1 | remaining: 137s    
step 00629 (54.2%) | loss: 3.046906 | lrm: 0.92 | dt: 265ms | tok/sec: 990,006 | mfu: 45.3% | epoch: 1 | remaining: 137s    
step 00630 (54.3%) | loss: 3.047226 | lrm: 0.92 | dt: 262ms | tok/sec: 998,703 | mfu: 45.7% | epoch: 1 | remaining: 137s    
step 00631 (54.4%) | loss: 3.046869 | lrm: 0.92 | dt: 263ms | tok/sec: 998,600 | mfu: 45.7% | epoch: 1 | remaining: 137s    
step 00632 (54.5%) | loss: 3.053999 | lrm: 0.92 | dt: 264ms | tok/sec: 993,972 | mfu: 45.5% | epoch: 1 | remaining: 136s    
step 00633 (54.6%) | loss: 3.056443 | lrm: 0.92 | dt: 264ms | tok/sec: 994,329 | mfu: 45.5% | epoch: 1 | remaining: 136s    
step 00634 (54.6%) | loss: 3.054863 | lrm: 0.92 | dt: 263ms | tok/sec: 998,041 | mfu: 45.7% | epoch: 1 | remaining: 136s    
step 00635 (54.7%) | loss: 3.050119 | lrm: 0.91 | dt: 265ms | tok/sec: 989,798 | mfu: 45.3% | epoch: 1 | remaining: 136s    
step 00636 (54.8%) | loss: 3.052741 | lrm: 0.91 | dt: 264ms | tok/sec: 993,009 | mfu: 45.5% | epoch: 1 | remaining: 135s    
step 00637 (54.9%) | loss: 3.051044 | lrm: 0.91 | dt: 262ms | tok/sec: 999,937 | mfu: 45.8% | epoch: 1 | remaining: 135s    
step 00638 (55.0%) | loss: 3.052831 | lrm: 0.91 | dt: 262ms | tok/sec: 1,001,958 | mfu: 45.9% | epoch: 1 | remaining: 135s    
step 00639 (55.1%) | loss: 3.053449 | lrm: 0.91 | dt: 264ms | tok/sec: 992,754 | mfu: 45.4% | epoch: 1 | remaining: 134s    
step 00640 (55.2%) | loss: 3.050698 | lrm: 0.91 | dt: 264ms | tok/sec: 993,235 | mfu: 45.5% | epoch: 1 | remaining: 134s    
step 00641 (55.3%) | loss: 3.049767 | lrm: 0.91 | dt: 264ms | tok/sec: 991,325 | mfu: 45.4% | epoch: 1 | remaining: 134s    
step 00642 (55.4%) | loss: 3.050765 | lrm: 0.90 | dt: 262ms | tok/sec: 1,001,907 | mfu: 45.9% | epoch: 1 | remaining: 134s    
step 00643 (55.4%) | loss: 3.054825 | lrm: 0.90 | dt: 267ms | tok/sec: 983,563 | mfu: 45.0% | epoch: 1 | remaining: 133s    
step 00644 (55.5%) | loss: 3.051177 | lrm: 0.90 | dt: 267ms | tok/sec: 980,928 | mfu: 44.9% | epoch: 1 | remaining: 133s    
step 00645 (55.6%) | loss: 3.048043 | lrm: 0.90 | dt: 264ms | tok/sec: 993,193 | mfu: 45.5% | epoch: 1 | remaining: 133s    
step 00646 (55.7%) | loss: 3.049229 | lrm: 0.90 | dt: 263ms | tok/sec: 998,378 | mfu: 45.7% | epoch: 1 | remaining: 133s    
step 00647 (55.8%) | loss: 3.046310 | lrm: 0.90 | dt: 263ms | tok/sec: 995,643 | mfu: 45.6% | epoch: 1 | remaining: 132s    
step 00648 (55.9%) | loss: 3.043470 | lrm: 0.89 | dt: 263ms | tok/sec: 996,766 | mfu: 45.6% | epoch: 1 | remaining: 132s    
step 00649 (56.0%) | loss: 3.043396 | lrm: 0.89 | dt: 262ms | tok/sec: 1,002,039 | mfu: 45.9% | epoch: 1 | remaining: 132s    
step 00650 (56.1%) | loss: 3.039255 | lrm: 0.89 | dt: 264ms | tok/sec: 994,128 | mfu: 45.5% | epoch: 1 | remaining: 132s    
step 00651 (56.1%) | loss: 3.037809 | lrm: 0.89 | dt: 265ms | tok/sec: 987,622 | mfu: 45.2% | epoch: 1 | remaining: 131s    
step 00652 (56.2%) | loss: 3.033161 | lrm: 0.89 | dt: 262ms | tok/sec: 999,595 | mfu: 45.8% | epoch: 1 | remaining: 131s    
step 00653 (56.3%) | loss: 3.037705 | lrm: 0.89 | dt: 262ms | tok/sec: 1,000,637 | mfu: 45.8% | epoch: 1 | remaining: 131s    
step 00654 (56.4%) | loss: 3.040284 | lrm: 0.88 | dt: 265ms | tok/sec: 990,929 | mfu: 45.4% | epoch: 1 | remaining: 131s    
step 00655 (56.5%) | loss: 3.044916 | lrm: 0.88 | dt: 264ms | tok/sec: 993,090 | mfu: 45.5% | epoch: 1 | remaining: 130s    
step 00656 (56.6%) | loss: 3.039998 | lrm: 0.88 | dt: 263ms | tok/sec: 998,005 | mfu: 45.7% | epoch: 1 | remaining: 130s    
step 00657 (56.7%) | loss: 3.035917 | lrm: 0.88 | dt: 264ms | tok/sec: 993,861 | mfu: 45.5% | epoch: 1 | remaining: 130s    
step 00658 (56.8%) | loss: 3.036353 | lrm: 0.88 | dt: 264ms | tok/sec: 992,315 | mfu: 45.4% | epoch: 1 | remaining: 129s    
step 00659 (56.8%) | loss: 3.038663 | lrm: 0.88 | dt: 263ms | tok/sec: 997,123 | mfu: 45.6% | epoch: 1 | remaining: 129s    
step 00660 (56.9%) | loss: 3.040428 | lrm: 0.88 | dt: 261ms | tok/sec: 1,004,815 | mfu: 46.0% | epoch: 1 | remaining: 129s    
step 00661 (57.0%) | loss: 3.038457 | lrm: 0.87 | dt: 268ms | tok/sec: 977,539 | mfu: 44.8% | epoch: 1 | remaining: 129s    
step 00662 (57.1%) | loss: 3.038481 | lrm: 0.87 | dt: 267ms | tok/sec: 983,488 | mfu: 45.0% | epoch: 1 | remaining: 128s    
step 00663 (57.2%) | loss: 3.040875 | lrm: 0.87 | dt: 264ms | tok/sec: 994,445 | mfu: 45.5% | epoch: 1 | remaining: 128s    
step 00664 (57.3%) | loss: 3.043425 | lrm: 0.87 | dt: 265ms | tok/sec: 988,285 | mfu: 45.2% | epoch: 1 | remaining: 128s    
step 00665 (57.4%) | loss: 3.041738 | lrm: 0.87 | dt: 266ms | tok/sec: 985,741 | mfu: 45.1% | epoch: 1 | remaining: 128s    
step 00666 (57.5%) | loss: 3.043453 | lrm: 0.87 | dt: 264ms | tok/sec: 992,544 | mfu: 45.4% | epoch: 1 | remaining: 127s    
step 00667 (57.6%) | loss: 3.042257 | lrm: 0.86 | dt: 261ms | tok/sec: 1,003,637 | mfu: 45.9% | epoch: 1 | remaining: 127s    
step 00668 (57.6%) | loss: 3.041773 | lrm: 0.86 | dt: 262ms | tok/sec: 1,002,152 | mfu: 45.9% | epoch: 1 | remaining: 127s    
step 00669 (57.7%) | loss: 3.040454 | lrm: 0.86 | dt: 267ms | tok/sec: 983,314 | mfu: 45.0% | epoch: 1 | remaining: 127s    
step 00670 (57.8%) | loss: 3.041693 | lrm: 0.86 | dt: 263ms | tok/sec: 998,009 | mfu: 45.7% | epoch: 1 | remaining: 126s    
step 00671 (57.9%) | loss: 3.039069 | lrm: 0.86 | dt: 263ms | tok/sec: 998,058 | mfu: 45.7% | epoch: 1 | remaining: 126s    
step 00672 (58.0%) | loss: 3.030099 | lrm: 0.86 | dt: 265ms | tok/sec: 989,068 | mfu: 45.3% | epoch: 1 | remaining: 126s    
step 00673 (58.1%) | loss: 3.032469 | lrm: 0.85 | dt: 262ms | tok/sec: 999,235 | mfu: 45.7% | epoch: 1 | remaining: 126s    
step 00674 (58.2%) | loss: 3.032859 | lrm: 0.85 | dt: 265ms | tok/sec: 987,684 | mfu: 45.2% | epoch: 1 | remaining: 125s    
step 00675 (58.3%) | loss: 3.037832 | lrm: 0.85 | dt: 263ms | tok/sec: 996,308 | mfu: 45.6% | epoch: 1 | remaining: 125s    
step 00676 (58.3%) | loss: 3.034467 | lrm: 0.85 | dt: 264ms | tok/sec: 994,084 | mfu: 45.5% | epoch: 1 | remaining: 125s    
step 00677 (58.4%) | loss: 3.032463 | lrm: 0.85 | dt: 264ms | tok/sec: 992,150 | mfu: 45.4% | epoch: 1 | remaining: 124s    
step 00678 (58.5%) | loss: 3.032567 | lrm: 0.85 | dt: 262ms | tok/sec: 1,001,351 | mfu: 45.8% | epoch: 1 | remaining: 124s    
step 00679 (58.6%) | loss: 3.032703 | lrm: 0.85 | dt: 261ms | tok/sec: 1,003,777 | mfu: 46.0% | epoch: 1 | remaining: 124s    
step 00680 (58.7%) | loss: 3.025659 | lrm: 0.84 | dt: 267ms | tok/sec: 982,902 | mfu: 45.0% | epoch: 1 | remaining: 124s    
step 00681 (58.8%) | loss: 3.028320 | lrm: 0.84 | dt: 263ms | tok/sec: 997,588 | mfu: 45.7% | epoch: 1 | remaining: 123s    
step 00682 (58.9%) | loss: 3.030666 | lrm: 0.84 | dt: 265ms | tok/sec: 989,402 | mfu: 45.3% | epoch: 1 | remaining: 123s    
step 00683 (59.0%) | loss: 3.035109 | lrm: 0.84 | dt: 262ms | tok/sec: 1,001,527 | mfu: 45.8% | epoch: 1 | remaining: 123s    
step 00684 (59.0%) | loss: 3.032047 | lrm: 0.84 | dt: 263ms | tok/sec: 996,362 | mfu: 45.6% | epoch: 1 | remaining: 123s    
step 00685 (59.1%) | loss: 3.033419 | lrm: 0.84 | dt: 261ms | tok/sec: 1,005,397 | mfu: 46.0% | epoch: 1 | remaining: 122s    
step 00686 (59.2%) | loss: 3.036602 | lrm: 0.83 | dt: 266ms | tok/sec: 986,480 | mfu: 45.2% | epoch: 1 | remaining: 122s    
step 00687 (59.3%) | loss: 3.032122 | lrm: 0.83 | dt: 266ms | tok/sec: 983,659 | mfu: 45.0% | epoch: 1 | remaining: 122s    
step 00688 (59.4%) | loss: 3.036822 | lrm: 0.83 | dt: 261ms | tok/sec: 1,003,280 | mfu: 45.9% | epoch: 1 | remaining: 122s    
step 00689 (59.5%) | loss: 3.036238 | lrm: 0.83 | dt: 262ms | tok/sec: 1,001,280 | mfu: 45.8% | epoch: 1 | remaining: 121s    
step 00690 (59.6%) | loss: 3.035792 | lrm: 0.83 | dt: 265ms | tok/sec: 988,746 | mfu: 45.3% | epoch: 1 | remaining: 121s    
step 00691 (59.7%) | loss: 3.040060 | lrm: 0.83 | dt: 268ms | tok/sec: 977,495 | mfu: 44.7% | epoch: 1 | remaining: 121s    
step 00692 (59.7%) | loss: 3.037148 | lrm: 0.82 | dt: 266ms | tok/sec: 984,709 | mfu: 45.1% | epoch: 1 | remaining: 120s    
step 00693 (59.8%) | loss: 3.032948 | lrm: 0.82 | dt: 262ms | tok/sec: 999,778 | mfu: 45.8% | epoch: 1 | remaining: 120s    
step 00694 (59.9%) | loss: 3.032527 | lrm: 0.82 | dt: 264ms | tok/sec: 993,704 | mfu: 45.5% | epoch: 1 | remaining: 120s    
step 00695 (60.0%) | loss: 3.027586 | lrm: 0.82 | dt: 264ms | tok/sec: 991,931 | mfu: 45.4% | epoch: 1 | remaining: 120s    
step 00696 (60.1%) | loss: 3.027310 | lrm: 0.82 | dt: 263ms | tok/sec: 998,135 | mfu: 45.7% | epoch: 1 | remaining: 119s    
step 00697 (60.2%) | loss: 3.025057 | lrm: 0.82 | dt: 264ms | tok/sec: 991,607 | mfu: 45.4% | epoch: 1 | remaining: 119s    
step 00698 (60.3%) | loss: 3.021283 | lrm: 0.82 | dt: 265ms | tok/sec: 988,792 | mfu: 45.3% | epoch: 1 | remaining: 119s    
step 00699 (60.4%) | loss: 3.021303 | lrm: 0.81 | dt: 267ms | tok/sec: 983,526 | mfu: 45.0% | epoch: 1 | remaining: 119s    
step 00700 (60.5%) | loss: 3.020653 | lrm: 0.81 | dt: 262ms | tok/sec: 1,001,301 | mfu: 45.8% | epoch: 1 | remaining: 118s    
step 00701 (60.5%) | loss: 3.019822 | lrm: 0.81 | dt: 268ms | tok/sec: 977,441 | mfu: 44.7% | epoch: 1 | remaining: 118s    
step 00702 (60.6%) | loss: 3.019091 | lrm: 0.81 | dt: 264ms | tok/sec: 992,814 | mfu: 45.5% | epoch: 1 | remaining: 118s    
step 00703 (60.7%) | loss: 3.018621 | lrm: 0.81 | dt: 262ms | tok/sec: 999,052 | mfu: 45.7% | epoch: 1 | remaining: 118s    
step 00704 (60.8%) | loss: 3.016106 | lrm: 0.81 | dt: 262ms | tok/sec: 999,477 | mfu: 45.8% | epoch: 1 | remaining: 117s    
step 00705 (60.9%) | loss: 3.014702 | lrm: 0.80 | dt: 265ms | tok/sec: 989,096 | mfu: 45.3% | epoch: 1 | remaining: 117s    
step 00706 (61.0%) | loss: 3.018125 | lrm: 0.80 | dt: 264ms | tok/sec: 991,152 | mfu: 45.4% | epoch: 1 | remaining: 117s    
step 00707 (61.1%) | loss: 3.018114 | lrm: 0.80 | dt: 263ms | tok/sec: 998,483 | mfu: 45.7% | epoch: 1 | remaining: 117s    
step 00708 (61.2%) | loss: 3.014854 | lrm: 0.80 | dt: 263ms | tok/sec: 995,829 | mfu: 45.6% | epoch: 1 | remaining: 116s    
step 00709 (61.2%) | loss: 3.010750 | lrm: 0.80 | dt: 264ms | tok/sec: 993,510 | mfu: 45.5% | epoch: 1 | remaining: 116s    
step 00710 (61.3%) | loss: 3.013409 | lrm: 0.80 | dt: 263ms | tok/sec: 995,306 | mfu: 45.6% | epoch: 1 | remaining: 116s    
step 00711 (61.4%) | loss: 3.007980 | lrm: 0.79 | dt: 264ms | tok/sec: 994,041 | mfu: 45.5% | epoch: 1 | remaining: 115s    
step 00712 (61.5%) | loss: 3.008390 | lrm: 0.79 | dt: 263ms | tok/sec: 996,460 | mfu: 45.6% | epoch: 1 | remaining: 115s    
step 00713 (61.6%) | loss: 3.012349 | lrm: 0.79 | dt: 263ms | tok/sec: 996,764 | mfu: 45.6% | epoch: 1 | remaining: 115s    
step 00714 (61.7%) | loss: 3.005882 | lrm: 0.79 | dt: 261ms | tok/sec: 1,002,471 | mfu: 45.9% | epoch: 1 | remaining: 115s    
step 00715 (61.8%) | loss: 3.009945 | lrm: 0.79 | dt: 263ms | tok/sec: 995,257 | mfu: 45.6% | epoch: 1 | remaining: 114s    
step 00716 (61.9%) | loss: 3.005016 | lrm: 0.79 | dt: 263ms | tok/sec: 995,023 | mfu: 45.6% | epoch: 1 | remaining: 114s    
step 00717 (61.9%) | loss: 3.008259 | lrm: 0.78 | dt: 263ms | tok/sec: 998,111 | mfu: 45.7% | epoch: 1 | remaining: 114s    
step 00718 (62.0%) | loss: 3.005536 | lrm: 0.78 | dt: 264ms | tok/sec: 993,704 | mfu: 45.5% | epoch: 1 | remaining: 114s    
step 00719 (62.1%) | loss: 3.007669 | lrm: 0.78 | dt: 262ms | tok/sec: 999,785 | mfu: 45.8% | epoch: 1 | remaining: 113s    
step 00720 (62.2%) | loss: 3.006275 | lrm: 0.78 | dt: 262ms | tok/sec: 998,928 | mfu: 45.7% | epoch: 1 | remaining: 113s    
step 00721 (62.3%) | loss: 3.005188 | lrm: 0.78 | dt: 261ms | tok/sec: 1,003,716 | mfu: 45.9% | epoch: 1 | remaining: 113s    
step 00722 (62.4%) | loss: 3.003561 | lrm: 0.78 | dt: 264ms | tok/sec: 994,728 | mfu: 45.5% | epoch: 1 | remaining: 113s    
step 00723 (62.5%) | loss: 3.003986 | lrm: 0.78 | dt: 263ms | tok/sec: 995,417 | mfu: 45.6% | epoch: 1 | remaining: 112s    
step 00724 (62.6%) | loss: 2.997125 | lrm: 0.77 | dt: 265ms | tok/sec: 990,016 | mfu: 45.3% | epoch: 1 | remaining: 112s    
step 00725 (62.6%) | loss: 2.993748 | lrm: 0.77 | dt: 262ms | tok/sec: 1,000,574 | mfu: 45.8% | epoch: 1 | remaining: 112s    
step 00726 (62.7%) | loss: 3.001590 | lrm: 0.77 | dt: 263ms | tok/sec: 996,134 | mfu: 45.6% | epoch: 1 | remaining: 112s    
step 00727 (62.8%) | loss: 3.003464 | lrm: 0.77 | dt: 262ms | tok/sec: 1,002,452 | mfu: 45.9% | epoch: 1 | remaining: 111s    
step 00728 (62.9%) | loss: 3.003435 | lrm: 0.77 | dt: 263ms | tok/sec: 996,428 | mfu: 45.6% | epoch: 1 | remaining: 111s    
step 00729 (63.0%) | loss: 3.000887 | lrm: 0.77 | dt: 264ms | tok/sec: 992,743 | mfu: 45.4% | epoch: 1 | remaining: 111s    
step 00730 (63.1%) | loss: 3.002668 | lrm: 0.76 | dt: 265ms | tok/sec: 989,865 | mfu: 45.3% | epoch: 1 | remaining: 110s    
step 00731 (63.2%) | loss: 3.002363 | lrm: 0.76 | dt: 263ms | tok/sec: 995,016 | mfu: 45.6% | epoch: 1 | remaining: 110s    
step 00732 (63.3%) | loss: 2.995916 | lrm: 0.76 | dt: 261ms | tok/sec: 1,003,902 | mfu: 46.0% | epoch: 1 | remaining: 110s    
step 00733 (63.3%) | loss: 2.993966 | lrm: 0.76 | dt: 262ms | tok/sec: 1,001,363 | mfu: 45.8% | epoch: 1 | remaining: 110s    
step 00734 (63.4%) | loss: 2.995109 | lrm: 0.76 | dt: 264ms | tok/sec: 991,665 | mfu: 45.4% | epoch: 1 | remaining: 109s    
step 00735 (63.5%) | loss: 2.997882 | lrm: 0.76 | dt: 265ms | tok/sec: 991,041 | mfu: 45.4% | epoch: 1 | remaining: 109s    
step 00736 (63.6%) | loss: 2.996962 | lrm: 0.75 | dt: 262ms | tok/sec: 999,552 | mfu: 45.8% | epoch: 1 | remaining: 109s    
step 00737 (63.7%) | loss: 2.997319 | lrm: 0.75 | dt: 265ms | tok/sec: 990,311 | mfu: 45.3% | epoch: 1 | remaining: 109s    
step 00738 (63.8%) | loss: 2.990770 | lrm: 0.75 | dt: 263ms | tok/sec: 996,110 | mfu: 45.6% | epoch: 1 | remaining: 108s    
step 00739 (63.9%) | loss: 2.992481 | lrm: 0.75 | dt: 263ms | tok/sec: 998,425 | mfu: 45.7% | epoch: 1 | remaining: 108s    
step 00740 (64.0%) | loss: 2.990852 | lrm: 0.75 | dt: 262ms | tok/sec: 1,000,674 | mfu: 45.8% | epoch: 1 | remaining: 108s    
step 00741 (64.0%) | loss: 2.988504 | lrm: 0.75 | dt: 265ms | tok/sec: 990,498 | mfu: 45.3% | epoch: 1 | remaining: 108s    
step 00742 (64.1%) | loss: 2.985811 | lrm: 0.75 | dt: 265ms | tok/sec: 990,747 | mfu: 45.4% | epoch: 1 | remaining: 107s    
step 00743 (64.2%) | loss: 2.984840 | lrm: 0.74 | dt: 264ms | tok/sec: 994,259 | mfu: 45.5% | epoch: 1 | remaining: 107s    
step 00744 (64.3%) | loss: 2.982365 | lrm: 0.74 | dt: 261ms | tok/sec: 1,004,870 | mfu: 46.0% | epoch: 1 | remaining: 107s    
step 00745 (64.4%) | loss: 2.986622 | lrm: 0.74 | dt: 264ms | tok/sec: 994,804 | mfu: 45.5% | epoch: 1 | remaining: 107s    
step 00746 (64.5%) | loss: 2.982892 | lrm: 0.74 | dt: 264ms | tok/sec: 992,158 | mfu: 45.4% | epoch: 1 | remaining: 106s    
step 00747 (64.6%) | loss: 2.984364 | lrm: 0.74 | dt: 263ms | tok/sec: 997,136 | mfu: 45.6% | epoch: 1 | remaining: 106s    
step 00748 (64.7%) | loss: 2.989409 | lrm: 0.74 | dt: 265ms | tok/sec: 990,813 | mfu: 45.4% | epoch: 1 | remaining: 106s    
step 00749 (64.8%) | loss: 2.984486 | lrm: 0.73 | dt: 263ms | tok/sec: 995,204 | mfu: 45.6% | epoch: 1 | remaining: 105s    
step 00750 (64.8%) | loss: 2.979942 | lrm: 0.73 | dt: 263ms | tok/sec: 998,308 | mfu: 45.7% | epoch: 1 | remaining: 105s    
step 00751 (64.9%) | loss: 2.979567 | lrm: 0.73 | dt: 262ms | tok/sec: 1,002,379 | mfu: 45.9% | epoch: 1 | remaining: 105s    
step 00752 (65.0%) | loss: 2.976309 | lrm: 0.73 | dt: 263ms | tok/sec: 996,162 | mfu: 45.6% | epoch: 1 | remaining: 105s    
step 00753 (65.1%) | loss: 2.977626 | lrm: 0.73 | dt: 265ms | tok/sec: 988,331 | mfu: 45.2% | epoch: 1 | remaining: 104s    
step 00754 (65.2%) | loss: 2.980012 | lrm: 0.73 | dt: 264ms | tok/sec: 991,386 | mfu: 45.4% | epoch: 1 | remaining: 104s    
step 00755 (65.3%) | loss: 2.979104 | lrm: 0.72 | dt: 261ms | tok/sec: 1,002,659 | mfu: 45.9% | epoch: 1 | remaining: 104s    
step 00756 (65.4%) | loss: 2.982226 | lrm: 0.72 | dt: 264ms | tok/sec: 993,660 | mfu: 45.5% | epoch: 1 | remaining: 104s    
step 00757 (65.5%) | loss: 2.983181 | lrm: 0.72 | dt: 264ms | tok/sec: 991,539 | mfu: 45.4% | epoch: 1 | remaining: 103s    
step 00758 (65.5%) | loss: 2.986445 | lrm: 0.72 | dt: 263ms | tok/sec: 997,605 | mfu: 45.7% | epoch: 1 | remaining: 103s    
step 00759 (65.6%) | loss: 2.983974 | lrm: 0.72 | dt: 265ms | tok/sec: 990,899 | mfu: 45.4% | epoch: 1 | remaining: 103s    
step 00760 (65.7%) | loss: 2.979165 | lrm: 0.72 | dt: 264ms | tok/sec: 992,947 | mfu: 45.5% | epoch: 1 | remaining: 103s    
step 00761 (65.8%) | loss: 2.973141 | lrm: 0.72 | dt: 263ms | tok/sec: 995,696 | mfu: 45.6% | epoch: 1 | remaining: 102s    
step 00762 (65.9%) | loss: 2.975281 | lrm: 0.71 | dt: 267ms | tok/sec: 983,484 | mfu: 45.0% | epoch: 1 | remaining: 102s    
step 00763 (66.0%) | loss: 2.977383 | lrm: 0.71 | dt: 264ms | tok/sec: 992,210 | mfu: 45.4% | epoch: 1 | remaining: 102s    
step 00764 (66.1%) | loss: 2.976394 | lrm: 0.71 | dt: 264ms | tok/sec: 991,617 | mfu: 45.4% | epoch: 1 | remaining: 102s    
step 00765 (66.2%) | loss: 2.973682 | lrm: 0.71 | dt: 264ms | tok/sec: 991,832 | mfu: 45.4% | epoch: 1 | remaining: 101s    
step 00766 (66.2%) | loss: 2.970110 | lrm: 0.71 | dt: 261ms | tok/sec: 1,004,742 | mfu: 46.0% | epoch: 1 | remaining: 101s    
step 00767 (66.3%) | loss: 2.969095 | lrm: 0.71 | dt: 264ms | tok/sec: 991,890 | mfu: 45.4% | epoch: 1 | remaining: 101s    
step 00768 (66.4%) | loss: 2.972380 | lrm: 0.70 | dt: 263ms | tok/sec: 997,032 | mfu: 45.6% | epoch: 1 | remaining: 100s    
step 00769 (66.5%) | loss: 2.973159 | lrm: 0.70 | dt: 264ms | tok/sec: 993,250 | mfu: 45.5% | epoch: 1 | remaining: 100s    
step 00770 (66.6%) | loss: 2.969716 | lrm: 0.70 | dt: 263ms | tok/sec: 996,392 | mfu: 45.6% | epoch: 1 | remaining: 100s    
step 00771 (66.7%) | loss: 2.972802 | lrm: 0.70 | dt: 262ms | tok/sec: 1,002,211 | mfu: 45.9% | epoch: 1 | remaining: 100s    
step 00772 (66.8%) | loss: 2.972882 | lrm: 0.70 | dt: 263ms | tok/sec: 998,237 | mfu: 45.7% | epoch: 1 | remaining: 99s    
step 00773 (66.9%) | loss: 2.975685 | lrm: 0.70 | dt: 264ms | tok/sec: 994,509 | mfu: 45.5% | epoch: 1 | remaining: 99s    
step 00774 (66.9%) | loss: 2.977798 | lrm: 0.69 | dt: 265ms | tok/sec: 989,154 | mfu: 45.3% | epoch: 1 | remaining: 99s    
step 00775 (67.0%) | loss: 2.976468 | lrm: 0.69 | dt: 264ms | tok/sec: 993,447 | mfu: 45.5% | epoch: 1 | remaining: 99s    
step 00776 (67.1%) | loss: 2.970587 | lrm: 0.69 | dt: 263ms | tok/sec: 995,910 | mfu: 45.6% | epoch: 1 | remaining: 98s    
step 00777 (67.2%) | loss: 2.969277 | lrm: 0.69 | dt: 262ms | tok/sec: 1,001,333 | mfu: 45.8% | epoch: 1 | remaining: 98s    
step 00778 (67.3%) | loss: 2.968400 | lrm: 0.69 | dt: 264ms | tok/sec: 994,369 | mfu: 45.5% | epoch: 1 | remaining: 98s    
step 00779 (67.4%) | loss: 2.969224 | lrm: 0.69 | dt: 264ms | tok/sec: 993,605 | mfu: 45.5% | epoch: 1 | remaining: 98s    
step 00780 (67.5%) | loss: 2.966187 | lrm: 0.69 | dt: 264ms | tok/sec: 993,935 | mfu: 45.5% | epoch: 1 | remaining: 97s    
step 00781 (67.6%) | loss: 2.966859 | lrm: 0.68 | dt: 264ms | tok/sec: 992,244 | mfu: 45.4% | epoch: 1 | remaining: 97s    
step 00782 (67.7%) | loss: 2.964468 | lrm: 0.68 | dt: 265ms | tok/sec: 990,816 | mfu: 45.4% | epoch: 1 | remaining: 97s    
step 00783 (67.7%) | loss: 2.963251 | lrm: 0.68 | dt: 273ms | tok/sec: 959,405 | mfu: 43.9% | epoch: 1 | remaining: 97s    
step 00784 (67.8%) | loss: 2.960117 | lrm: 0.68 | dt: 262ms | tok/sec: 1,000,243 | mfu: 45.8% | epoch: 1 | remaining: 96s    
step 00785 (67.9%) | loss: 2.956019 | lrm: 0.68 | dt: 267ms | tok/sec: 982,762 | mfu: 45.0% | epoch: 1 | remaining: 96s    
